description,segment,category,subcategory
CAFE 3 CORACOES SOLUVEL TRAD VD 50G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE 3 CORACOES SOLUVEL TRAD VD 50G
CAFE 3C GOUMERT CERRAD MINEIRO 250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE 3C GOUMERT CERRAD MINEIRO 250G
CAFE 3C GOURMET MOGIAN PAULIST 250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE 3C GOURMET MOGIAN PAULIST 250G
CAFE 3CORACOES CAPS CAP CLA CX C/10,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE 3CORACOES CAPS CAP CLA CX C/10
CAFE A VACUO 3CORACOES PREMIUM 500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE A VACUO 3CORACOES PREMIUM 500G
CAFE ALM BRASILEIRO EXTRAFORTE 500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE ALM BRASILEIRO EXTRAFORTE 500G
CAFE ALM EX FORTE SAO BERNARDO 500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE ALM EX FORTE SAO BERNARDO 500G
CAFE ALMOF EX FORTE 3 CORACOES 250g,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE ALMOF EX FORTE 3 CORACOES 250g
CAFE ALMOF NORDESTINO SAO BRAZ 250g,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE ALMOF NORDESTINO SAO BRAZ 250g
CAFE ALMOF UTAM MINAS EXT FORT 500g,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE ALMOF UTAM MINAS EXT FORT 500g
CAFE C/ LEITE GRANDE NESCAFE 125 ML,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE C/ LEITE GRANDE NESCAFE 125 ML
CAFE C/ LEITE PEQUENO NESCAFE 45 ML,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE C/ LEITE PEQUENO NESCAFE 45 ML
CAFE C/LEITE PO STA CLARA LATA 330g,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE C/LEITE PO STA CLARA LATA 330g
CAFE CABOCLO 500G ALMOF EXTRA FORTE,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE CABOCLO 500G ALMOF EXTRA FORTE
CAFE CABOCLO P500G L475G ALMOF TRAD,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE CABOCLO P500G L475G ALMOF TRAD
CAFE CANECAO 500G ALMOF EXTRA FORTE,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE CANECAO 500G ALMOF EXTRA FORTE
CAFE CANECAO 500G VACUO EXTRA FORTE,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE CANECAO 500G VACUO EXTRA FORTE
CAFE CAPPUCCINO 3 CORACOES CLASS 20,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE CAPPUCCINO 3 CORACOES CLASS 20
CAFE CAPPUCCINO SANTA CLARA    200G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE CAPPUCCINO SANTA CLARA    200G
CAFE CAPS 3C ESPRESSO FORZA 10UN 8G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE CAPS 3C ESPRESSO FORZA 10UN 8G
CAFE CAPS 3C FILTRADO CLASSICO 10UN,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE CAPS 3C FILTRADO CLASSICO 10UN
CAFE CAPS 3C FILTRADO GOURMET 10 UN,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE CAPS 3C FILTRADO GOURMET 10 UN
CAFE CAPS BAGGIO CHOC C AVELA 10UND,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE CAPS BAGGIO CHOC C AVELA 10UND
CAFE CAPS BAGGIO CHOC C/ MENTA 10UN,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE CAPS BAGGIO CHOC C/ MENTA 10UN
CAFE CAPS LOR ESPR GUATEMALA 10 UNI,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE CAPS LOR ESPR GUATEMALA 10 UNI
CAFE CAPS LOR ESPR INDONESIA 10 UNI,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE CAPS LOR ESPR INDONESIA 10 UNI
CAFE CAPS LOR ESPR RISTRETTO 10 UNI,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE CAPS LOR ESPR RISTRETTO 10 UNI
CAFE CAPS LOR ESPR RISTRETTO 20 UNI,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE CAPS LOR ESPR RISTRETTO 20 UNI
CAFE CAPS LOR ESPR SONTUOSO 10 UNID,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE CAPS LOR ESPR SONTUOSO 10 UNID
CAFE CAPS LOR ESPRESSO FORZA 10 UNI,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE CAPS LOR ESPRESSO FORZA 10 UNI
CAFE CAPS LOR ESPRESSO ONYX 10 UNID,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE CAPS LOR ESPRESSO ONYX 10 UNID
CAFE CAPS LOR ULTIMO UTZ 10 UNI 52G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE CAPS LOR ULTIMO UTZ 10 UNI 52G
CAFE CAPSULA CRF INTE 12 50G L20P18,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE CAPSULA CRF INTE 12 50G L20P18
CAFE CATURRA 500G ALMOF TRADICIONAL,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE CATURRA 500G ALMOF TRADICIONAL
CAFE DESCAF STA CLARA          250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE DESCAF STA CLARA          250G
CAFE DO PONTO SAFRA ESP POUCH  250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE DO PONTO SAFRA ESP POUCH  250G
CAFE ESTRELA DALVA TRADICIONAL 500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE ESTRELA DALVA TRADICIONAL 500G
CAFE EVOLUTTO EXTRA FORTE  PCT 500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE EVOLUTTO EXTRA FORTE  PCT 500G
CAFE EVOLUTTO EXTRAFORTE POUCH 500g,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE EVOLUTTO EXTRAFORTE POUCH 500g
CAFE FINO GRAO ALM EXTRA FORTE 500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE FINO GRAO ALM EXTRA FORTE 500G
CAFE FINO GRAO EX FORTE VELOSO 500g,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE FINO GRAO EX FORTE VELOSO 500g
CAFE GRAO LIDER TORRADO A GRANEL KG,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE GRAO LIDER TORRADO A GRANEL KG
CAFE KIMIMO TORR/MOIDO         250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE KIMIMO TORR/MOIDO         250G
CAFE KIMIMO VACUO PURO FORTE   250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE KIMIMO VACUO PURO FORTE   250G
CAFE MARATA A VACUO            250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MARATA A VACUO            250G
CAFE MARATA SOLUVEL SACHE TRAD 100G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MARATA SOLUVEL SACHE TRAD 100G
CAFE MELITTA 250G VACUO EXTRA FORTE,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MELITTA 250G VACUO EXTRA FORTE
CAFE MELITTA 500G ALMOF TRADICIONAL,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MELITTA 500G ALMOF TRADICIONAL
CAFE MELITTA EXTRA FORTE VACUO 250g,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MELITTA EXTRA FORTE VACUO 250g
CAFE MELITTA SOLUVEL EXT FOR SC 40G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MELITTA SOLUVEL EXT FOR SC 40G
CAFE MELITTA SOLUVEL EXT FOR SC 50G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MELITTA SOLUVEL EXT FOR SC 50G
CAFE MELITTA TM SUL DE MINAS 250 GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MELITTA TM SUL DE MINAS 250 GR
CAFE MOIDO DO PONTO CHOC/TRUFA 100G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MOIDO DO PONTO CHOC/TRUFA 100G
CAFE MOIDO PILAO ORIGINAL AVAC 250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MOIDO PILAO ORIGINAL AVAC 250G
CAFE MOIDO SAO BRAZ PCT        250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MOIDO SAO BRAZ PCT        250G
CAFE MOIDO STA CLARA PREM AVAC 250g,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MOIDO STA CLARA PREM AVAC 250g
CAFE MOIDO VACUO PURO DO SITIO 500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MOIDO VACUO PURO DO SITIO 500G
CAFE MORRO GRANDE 500GR EXTRA FORTE,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MORRO GRANDE 500GR EXTRA FORTE
CAFE ORG TORRADO E MOIDO VIVER 250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE ORG TORRADO E MOIDO VIVER 250G
CAFE PELE ALMOFADA EXTRA FORTE 500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE PELE ALMOFADA EXTRA FORTE 500G
CAFE PIMPINELA TORRADO E MOIDO 500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE PIMPINELA TORRADO E MOIDO 500G
CAFE PO SEGAFREDO SELECTION 500G-PC,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE PO SEGAFREDO SELECTION 500G-PC
CAFE REFIL SACHE SOLUVEL 3X50G SANT,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE REFIL SACHE SOLUVEL 3X50G SANT
CAFE SANTA CLARA SOLUVEL SACHET 50G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE SANTA CLARA SOLUVEL SACHET 50G
CAFE SANTA CLARA TORR/MOIDO    250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE SANTA CLARA TORR/MOIDO    250G
CAFE SERRA DE CALDAS EXT FORTE 500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE SERRA DE CALDAS EXT FORTE 500G
CAFE SOL KIMIMO SACHET         50GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE SOL KIMIMO SACHET         50GR
CAFE SOL LOR PO EXPRESSO INT VD 40G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE SOL LOR PO EXPRESSO INT VD 40G
CAFE SOL MELITTA TRAD SCH       50G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE SOL MELITTA TRAD SCH       50G
CAFE SOL NESCAFE ORIGINAL SCH 50 GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE SOL NESCAFE ORIGINAL SCH 50 GR
CAFE SOL NESCAFE ORIGINAL VD 100 GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE SOL NESCAFE ORIGINAL VD 100 GR
CAFE SOL NESCAFE PO CREMOSO LT 150G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE SOL NESCAFE PO CREMOSO LT 150G
CAFE SOL NESCAFE TRADICAO SCH 50 GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE SOL NESCAFE TRADICAO SCH 50 GR
CAFE SOL NESCAFE TRADICAO VD 100 GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE SOL NESCAFE TRADICAO VD 100 GR
CAFE SOL SANTA CLARA SACHET     50G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE SOL SANTA CLARA SACHET     50G
CAFE SOL.NESCAFE 100G GOLD ESPRESSO,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE SOL.NESCAFE 100G GOLD ESPRESSO
CAFE SOL.NESCAFE 160G INTENS.MAXIMA,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE SOL.NESCAFE 160G INTENS.MAXIMA
CAFE SOL.NESCAFE 50G SACHE TRADICAO,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE SOL.NESCAFE 50G SACHE TRADICAO
CAFE SOL.PO NESCAFE 150G CREMOSO LT,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE SOL.PO NESCAFE 150G CREMOSO LT
CAFE SOLUV 3 CORACOES 50G SC DESCAF,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE SOLUV 3 CORACOES 50G SC DESCAF
CAFE SOLUV NESCAFE 100G VD TRADICAO,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE SOLUV NESCAFE 100G VD TRADICAO
CAFE SOLUV NESCAFE 50G SAC TRADICAO,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE SOLUV NESCAFE 50G SAC TRADICAO
CAFE SOLUV NESCAFE ORIGINAL VD 230G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE SOLUV NESCAFE ORIGINAL VD 230G
CAFE SOLUV PELE 50G POUCH GRANULADO,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE SOLUV PELE 50G POUCH GRANULADO
CAFE SOLUVEL 3CORACOES 100G-VD GRAN,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE SOLUVEL 3CORACOES 100G-VD GRAN
CAFE SOLUVEL LOR ESPRESSO POUCH 40g,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE SOLUVEL LOR ESPRESSO POUCH 40g
CAFE SOLUVEL NESCAFE DESCAF.SACH 50,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE SOLUVEL NESCAFE DESCAF.SACH 50
CAFE SOLUVEL NESCAFE DOLCA SACH 50G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE SOLUVEL NESCAFE DOLCA SACH 50G
CAFE SOLUVEL PIMPINELA SC REFIL 50G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE SOLUVEL PIMPINELA SC REFIL 50G
CAFE SOLUVEL TRAD CARREFOUR SC 100G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE SOLUVEL TRAD CARREFOUR SC 100G
CAFE STA CLARA PREMIUM VACUO  250GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE STA CLARA PREMIUM VACUO  250GR
CAFE STA CLARA VACUO EXT FORTE 250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE STA CLARA VACUO EXT FORTE 250G
CAFE STARBUCKS BREAKFAST BLEND C/10,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE STARBUCKS BREAKFAST BLEND C/10
CAFE TM LOR EQUILIBRIO DOY BAG 250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE TM LOR EQUILIBRIO DOY BAG 250G
CAFE TM PELE EX FOR LV 500G PG 475G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE TM PELE EX FOR LV 500G PG 475G
CAFE TM PELE EX FORTE LV500 PG450GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE TM PELE EX FORTE LV500 PG450GR
CAFE TM PILAO 252 ABRE E FECHA 500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE TM PILAO 252 ABRE E FECHA 500G
CAFE TOR M 3 CORACOES EX FORTE 250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE TOR M 3 CORACOES EX FORTE 250G
CAFE TOR M 3 CORACOES TRAD    250GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE TOR M 3 CORACOES TRAD    250GR
CAFE TOR MOI TRAD IGUACU VACUO 500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE TOR MOI TRAD IGUACU VACUO 500G
CAFE TOR MOI VASCONCELOS ALMOF 500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE TOR MOI VASCONCELOS ALMOF 500G
CAFE TORR MOIDO 250G MOGIANA MELITT,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE TORR MOIDO 250G MOGIANA MELITT
CAFE TORR MOIDO CARREIRO ALMOF 500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE TORR MOIDO CARREIRO ALMOF 500G
CAFE UTAM 500G MOMENTOS EXTRA FORTE,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE UTAM 500G MOMENTOS EXTRA FORTE
CAFE UTAM 500G MOMENTOS TRADICIONAL,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE UTAM 500G MOMENTOS TRADICIONAL
CAFE VAC 3 CORACOES EX FORTE 250 GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE VAC 3 CORACOES EX FORTE 250 GR
CAFE VAC 3 CORACOES EX FORTE 500 GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE VAC 3 CORACOES EX FORTE 500 GR
CAFE VAC MELITA DESCAFEINADO 250 GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE VAC MELITA DESCAFEINADO 250 GR
CAFE VAC S FAZ MELITTA TRAD  500 GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE VAC S FAZ MELITTA TRAD  500 GR
CAFE VACUO EXPORTACAO DO PONTO 500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE VACUO EXPORTACAO DO PONTO 500G
CAFE VACUO EXT FORTE BOM JESUS 500g,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE VACUO EXT FORTE BOM JESUS 500g
CAFE VACUO SAO BRAZ            250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE VACUO SAO BRAZ            250G
CAP CAFE ESP INTENS 7 PILAO 52G C10,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAP CAFE ESP INTENS 7 PILAO 52G C10
CAP CAFE ESPR VIBRANTE TRES 80G C10,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAP CAFE ESPR VIBRANTE TRES 80G C10
CAP CAFE LUNGO DOLCE GUSTO 112G C16,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAP CAFE LUNGO DOLCE GUSTO 112G C16
CAP CAFE SENSEO TRAD PILAO 120G C18,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAP CAFE SENSEO TRAD PILAO 120G C18
CAP CAPPUC CHOCOLATTO TRES 110G C10,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAP CAPPUC CHOCOLATTO TRES 110G C10
CAPPUC TRES CORACOES CLASSIC 2X200G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAPPUC TRES CORACOES CLASSIC 2X200G
CAPPUCCINO 3 CORACOES AVELA PT 200G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAPPUCCINO 3 CORACOES AVELA PT 200G
CAPPUCCINO 3 CORACOES CLASS PT 200G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAPPUCCINO 3 CORACOES CLASS PT 200G
CAPPUCCINO LA SANTE 200G CHOCOCCINO,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAPPUCCINO LA SANTE 200G CHOCOCCINO
CAPPUCCINO MELITTA TRADICIONAL 200G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAPPUCCINO MELITTA TRADICIONAL 200G
CAPPUCCINO PAO DE ACUCAR ILLY 150ML,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAPPUCCINO PAO DE ACUCAR ILLY 150ML
CAPS 3 CORAC ESP CHAPADA DIAM 10X8G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAPS 3 CORAC ESP CHAPADA DIAM 10X8G
CAPS 3C CAF ESPRES CERRADO MINEI 5G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAPS 3C CAF ESPRES CERRADO MINEI 5G
CAPS 3C ESPRES MOGIANA PAULISTA 50G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAPS 3C ESPRES MOGIANA PAULISTA 50G
CAPS CAF LOR EXPR COSTA RIC C10 52G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAPS CAF LOR EXPR COSTA RIC C10 52G
CAPS CAFE TRES CORAC C/ LEITE 10X9G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAPS CAFE TRES CORAC C/ LEITE 10X9G
CAPS CAFE TRES CORAC EXP AMENO 10X8,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAPS CAFE TRES CORAC EXP AMENO 10X8
CAPS CAFE TRES CORAC EXP ATENTO 10X,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAPS CAFE TRES CORAC EXP ATENTO 10X
CAPS CAPPUC TRES COR CLASSIC 10X11G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAPS CAPPUC TRES COR CLASSIC 10X11G
CAPS CHOCOLAT TRUFADO 10 CAPS BAGGI,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAPS CHOCOLAT TRUFADO 10 CAPS BAGGI
CAPS DOLCE GUSTO AU L DESN C/16 160,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAPS DOLCE GUSTO AU L DESN C/16 160
CAPS DOLCE GUSTO CASEI INT C16 144G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAPS DOLCE GUSTO CASEI INT C16 144G
CAPS MUNDO COLOMBIA 10X8G TRES CORA,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAPS MUNDO COLOMBIA 10X8G TRES CORA
CAPS NDG STARBUCKS CARAMEL MACCH 12,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAPS NDG STARBUCKS CARAMEL MACCH 12
CAPS NSP STARBUCKS EXPRESS ROAST 10,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAPS NSP STARBUCKS EXPRESS ROAST 10
CAPS NSP STARBUCKS HOLIDAY BLEN 57G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAPS NSP STARBUCKS HOLIDAY BLEN 57G
